Gene ID	Gene Name or Symbol	Product Description	gene_source_id
TGME49_273980	GRA80	dense granule protein GRA80	TGME49_273980
TGME49_273985	N/A	hypothetical protein	TGME49_273985
TGME49_273990	N/A	CobW/P47K family protein	TGME49_273990
TGME49_273995	N/A	hypothetical protein	TGME49_273995
TGME49_274000	SFI1	centrin-binding protein SFI1	TGME49_274000
TGME49_274010	N/A	hypothetical protein	TGME49_274010
TGME49_274020	N/A	kinesin motor domain-containing protein	TGME49_274020
TGME49_274050	N/A	hypothetical protein	TGME49_274050
TGME49_274060	OMT	2-oxoglutarate/malate translocase OMT	TGME49_274060
TGME49_274070	N/A	ThiF family protein	TGME49_274070
TGME49_274080	N/A	PIH1 domain-containing protein	TGME49_274080
TGME49_274090	N/A	TIM10 family protein, putative	TGME49_274090
TGME49_274100	N/A	hypothetical protein	TGME49_274100
TGME49_274110	N/A	glycoprotease family protein	TGME49_274110
TGME49_274120	N/A	hypothetical protein	TGME49_274120
TGME49_274130	TBC2	TBC domain-containing protein TBC2	TGME49_274130
TGME49_274140	N/A	RNA binding protein, putative	TGME49_274140
TGME49_274150	N/A	hypothetical protein	TGME49_274150
TGME49_274160	PCR1	preconoidal ring protein PCR1	TGME49_274160
TGME49_274170	N/A	protein kinase (incomplete catalytic triad)	TGME49_274170
TGME49_274180	N/A	hypothetical protein	TGME49_274180
TGME49_274190	N/A	eukaryotic initiation factor 2B epsilon subunit, putative	TGME49_274190
TGME49_274280	N/A	hypothetical protein	TGME49_274280
TGME49_274290	N/A	Toxoplasma gondii family B protein	TGME49_274290
TGME49_274700	N/A	hypothetical protein	TGME49_274700
TGME49_275310	N/A	U4/U6.U5 small nuclear ribonucleoprotein component Snu23, putative	TGME49_275310
TGME49_275320	N/A	penicillin amidase	TGME49_275320
TGME49_275330	RPL29	ribosomal protein RPL29	TGME49_275330
TGME49_275340	N/A	tRNA-Ser	TGME49_275340
TGME49_275350	TBC1	TBC domain-containing protein TBC1	TGME49_275350
TGME49_275355	SRS47A	SAG-related sequence SRS47A	TGME49_275355
TGME49_275360	SRS47B	SAG-related sequence SRS47B	TGME49_275360
TGME49_275370	SRS47C	SAG-related sequence SRS47C	TGME49_275370
TGME49_275380	SRS47D	SAG-related sequence SRS47D	TGME49_275380
TGME49_275390	N/A	hypothetical protein	TGME49_275390
TGME49_275420	N/A	histone lysine-specific demethylase LSD1/BHC110/KDMA1A	TGME49_275420
TGME49_275430	N/A	hypothetical protein	TGME49_275430
TGME49_275440	GRA6	dense granule protein GRA6	TGME49_275440
TGME49_275450	N/A	hypothetical protein	TGME49_275450
TGME49_275460	N/A	hypothetical protein	TGME49_275460
TGME49_275470	GRA15	dense granule protein GRA15	TGME49_275470
TGME49_275480	N/A	pre-mRNA-splicing factor CEF1, putative	TGME49_275480
TGME49_275490	N/A	nucleoporin, putative	TGME49_275490
TGME49_275568	N/A	GPI transamidase subunit PIG-U protein	TGME49_275568
TGME49_275590	N/A	mono- or diacylglycerol acyltransferase	TGME49_275590
TGME49_275600	N/A	diacylglycerol acyltransferase	TGME49_275600
TGME49_275610	N/A	protein kinase, other	TGME49_275610
TGME49_275630	N/A	HECT-domain (ubiquitin-transferase) domain-containing protein	TGME49_275630
TGME49_275640	N/A	hypothetical protein	TGME49_275640
TGME49_275650	N/A	hypothetical protein	TGME49_275650
TGME49_275660	N/A	methyltransferase, putative	TGME49_275660
TGME49_275670	ALV5	alveolin domain containing intermediate filament IMC15	TGME49_275670
TGME49_275680	N/A	ELM2 domain-containing protein	TGME49_275680
TGME49_275690	ClpB3	chaperone protein ClpB3	TGME49_275690
TGME49_275700	N/A	hypothetical protein	TGME49_275700
TGME49_275710	N/A	hypothetical protein	TGME49_275710
TGME49_275740	N/A	hypothetical protein	TGME49_275740
TGME49_275750	N/A	small nuclear ribonucleoprotein E, putative	TGME49_275750
TGME49_275760	N/A	hypothetical protein	TGME49_275760
TGME49_275770	N/A	hypothetical protein	TGME49_275770
TGME49_275780	N/A	F-box domain-containing protein	TGME49_275780
TGME49_275790	N/A	EGF family domain-containing protein	TGME49_275790
TGME49_275795	N/A	hypothetical protein	TGME49_275795
TGME49_275798	N/A	microneme protein, putative	TGME49_275798
TGME49_275802	N/A	SRP72 RNA-binding domain-containing protein	TGME49_275802
TGME49_275810	RPS10	ribosomal protein RPS10	TGME49_275810
TGME49_275820	N/A	tRNA-Gln	TGME49_275820
TGME49_275830	N/A	3'-5' exonuclease, putative	TGME49_275830
TGME49_275840	N/A	protein phosphatase PPM19, putative	TGME49_275840
TGME49_275850	GRA12C	dense granule protein GRA12C	TGME49_275850
TGME49_275860	GRA12B	dense granule protein GRA12B	TGME49_275860
TGME49_275980	N/A	coenzyme q (ubiquinone) biosynthesis protein coq4 protein	TGME49_275980
TGME49_275990	N/A	hypothetical protein	TGME49_275990
TGME49_276100	N/A	hypothetical protein	TGME49_276100
TGME49_276110	N/A	cytochrome b5 family heme/steroid binding domain-containing protein	TGME49_276110
TGME49_276120	N/A	histone lysine methyltransferase, SET, putative	TGME49_276120
TGME49_276130	CPC2	cathepsin CPC2	TGME49_276130
TGME49_276140	ARF1	ADP ribosylation factor ARF1	TGME49_276140
TGME49_276155	ACS7	acyl-CoA synthetase ACS7, putative	TGME49_276155
TGME49_276170	N/A	phosphatidylinositol 3- and 4-kinase	TGME49_276170
TGME49_276180	N/A	histone acetyltransferase TAF1/250	TGME49_276180
TGME49_276190	N/A	hypothetical protein	TGME49_276190
TGME49_276200	N/A	hypothetical protein	TGME49_276200
TGME49_276210	N/A	phosphoglycerate mutase family protein	TGME49_276210
TGME49_276220	N/A	hypothetical protein	TGME49_276220
TGME49_276230	N/A	Toxoplasma gondii family B protein	TGME49_276230
TGME49_276810	N/A	hypothetical protein	TGME49_276810
TGME49_276820	N/A	hypothetical protein	TGME49_276820
TGME49_276830	N/A	hypothetical protein	TGME49_276830
TGME49_276840	N/A	hypothetical protein	TGME49_276840
TGME49_276850	N/A	LEA domain-containing protein LEA850	TGME49_276850
TGME49_276860	N/A	LEA domain-containing protein LEA860	TGME49_276860
TGME49_276870	N/A	LEA domain-containing protein LEA870	TGME49_276870
TGME49_276880	N/A	LEA domain-containing protein LEA880	TGME49_276880
TGME49_276890	N/A	hypothetical protein	TGME49_276890
TGME49_276900	N/A	hypothetical protein	TGME49_276900
TGME49_276910	N/A	endoplasmic reticulum lumen protein retaining receptor (ERD2) family protein	TGME49_276910
TGME49_276920	N/A	protein phosphatase PPM3B, putative	TGME49_276920
TGME49_276930	N/A	IMP1-like protein, putative	TGME49_276930
TGME49_276940	N/A	ribosome associated membrane protein RAMP4, putative	TGME49_276940
TGME49_276950	N/A	tRNA-Thr	TGME49_276950
TGME49_276960	N/A	tetratricopeptide repeat-containing protein	TGME49_276960
TGME49_276970	N/A	hypothetical protein	TGME49_276970
TGME49_276980	N/A	hypothetical protein	TGME49_276980
TGME49_276990	MAPR	membrane-associated progesterone-binding protein homolog MAPR	TGME49_276990
TGME49_277000	N/A	transport protein Sec24, putative	TGME49_277000
TGME49_277010	SUFE2	SufE-like protein 2	TGME49_277010
TGME49_277020	N/A	hypothetical protein	TGME49_277020
TGME49_277030	N/A	isoleucyl-tRNA synthetase, putative	TGME49_277030
TGME49_277050	N/A	SPRY domain-containing protein	TGME49_277050
TGME49_277055	N/A	hypothetical protein	TGME49_277055
TGME49_277060	N/A	hypothetical protein	TGME49_277060
TGME49_277070	N/A	SWI2/SNF2-containing protein	TGME49_277070
TGME49_277080	MIC5	microneme protein MIC5	TGME49_277080
TGME49_277090	MIT	mitochondrial iron transporter MIT	TGME49_277090
TGME49_277150	N/A	XPG N-terminal domain-containing protein	TGME49_277150
TGME49_277220	N/A	hypothetical protein	TGME49_277220
TGME49_277230	GRA82	dense granule protein GRA82	TGME49_277230
TGME49_277240	N/A	NTPase I	TGME49_277240
TGME49_277250	N/A	tRNA-Ala	TGME49_277250
TGME49_277260	N/A	hypothetical protein	TGME49_277260
TGME49_277265	N/A	tRNA-Ala	TGME49_277265
TGME49_277270	N/A	NTPase II	TGME49_277270
TGME49_277490	N/A	hypothetical protein	TGME49_277490
TGME49_277500	N/A	26S proteasome regulatory subunit 7, putative	TGME49_277500
TGME49_277510	N/A	cytoplasmic dynein intermediate chain	TGME49_277510
TGME49_277530	N/A	DNA topoisomerase domain-containing protein	TGME49_277530
TGME49_277540	N/A	hypothetical protein	TGME49_277540
TGME49_277550	N/A	UvrD/REP helicase domain-containing protein	TGME49_277550
TGME49_277560	N/A	hypothetical protein	TGME49_277560
TGME49_277572	N/A	Toxoplasma gondii family D protein	TGME49_277572
TGME49_277680	N/A	hypothetical protein	TGME49_277680
TGME49_277685	N/A	hypothetical protein	TGME49_277685
TGME49_277690	N/A	hypothetical protein	TGME49_277690
TGME49_277700	N/A	ribosomal protein S14 precursor, putative	TGME49_277700
TGME49_277705	N/A	hypothetical protein	TGME49_277705
TGME49_277710	N/A	hypothetical protein	TGME49_277710
TGME49_277720	N/A	GDA1/CD39 (nucleoside phosphatase) family protein	TGME49_277720
TGME49_277730	N/A	hypothetical protein	TGME49_277730
TGME49_277740	N/A	zinc finger, C3HC4 type (RING finger) domain-containing protein	TGME49_277740
TGME49_277760	N/A	adenylosuccinate lyase, putative	TGME49_277760
TGME49_277770	N/A	zinc finger (CCCH type) motif-containing protein	TGME49_277770
TGME49_277790	N/A	hypothetical protein	TGME49_277790
TGME49_277820	N/A	hypothetical protein	TGME49_277820
TGME49_277830	N/A	hypothetical protein	TGME49_277830
TGME49_277840	N/A	Ras family protein	TGME49_277840
TGME49_277850	N/A	trypsin domain-containing protein	TGME49_277850
TGME49_277860	N/A	hypothetical protein	TGME49_277860
TGME49_277870	N/A	hypothetical protein	TGME49_277870
TGME49_277880	N/A	hypothetical protein	TGME49_277880
TGME49_277895	UBP1	ubiquitin carboxyl-terminal hydrolase UBP1	TGME49_277895
TGME49_277910	N/A	thrombospondin type 1 domain-containing protein	TGME49_277910
TGME49_277920	N/A	hypothetical protein	TGME49_277920
TGME49_277930	N/A	WD40 repeat-containing protein	TGME49_277930
TGME49_277940	AKIT1	apicomplexan kinetochore protein AKIT1	TGME49_277940
TGME49_277950	N/A	lipase	TGME49_277950
TGME49_277960	N/A	tRNA-Gly	TGME49_277960
TGME49_277970	N/A	dolichol-phosphate-mannose synthase family protein	TGME49_277970
TGME49_277980	N/A	dynein light chain	TGME49_277980
TGME49_277990	OTUD2	OTU domain-containing protein OTUD2	TGME49_277990
TGME49_278005	N/A	hypothetical protein	TGME49_278005
TGME49_278020	N/A	hypothetical protein	TGME49_278020
TGME49_278030	N/A	hypothetical protein	TGME49_278030
TGME49_278040	N/A	G-patch domain-containing protein	TGME49_278040
TGME49_278050	N/A	proteasome subunit alpha type-1, putative	TGME49_278050
TGME49_278060	N/A	double-strand break repair protein MRE11, putative	TGME49_278060
TGME49_278070	N/A	Toxoplasma gondii family A protein	TGME49_278070
TGME49_278080	N/A	Toxoplasma gondii family A protein	TGME49_278080
TGME49_278090	N/A	Toxoplasma gondii family A protein	TGME49_278090
TGME49_278100	N/A	Toxoplasma gondii family A protein	TGME49_278100
TGME49_278110	N/A	1,3-beta-glucan synthase component protein	TGME49_278110
TGME49_278120	N/A	SCP family extracellular subfamily protein	TGME49_278120
TGME49_278130	BCC11	basal complex component BCC11	TGME49_278130
TGME49_278145	N/A	hypothetical protein	TGME49_278145
TGME49_278160	N/A	vesicle transport v-snare protein	TGME49_278160
TGME49_278170	N/A	hypothetical protein	TGME49_278170
TGME49_278180	N/A	hypothetical protein	TGME49_278180
TGME49_278205	N/A	hypothetical protein	TGME49_278205
TGME49_278220	N/A	ribosomal protein L46, putative	TGME49_278220
TGME49_278230	N/A	prenyltransferase GGT-1	TGME49_278230
TGME49_278240	N/A	Zn-finger in Ran binding protein and others domain-containing protein	TGME49_278240
TGME49_278245	N/A	hypothetical protein	TGME49_278245
TGME49_278250	N/A	hypothetical protein	TGME49_278250
TGME49_278260	N/A	polynucleotide adenylyltransferase	TGME49_278260
TGME49_278270	N/A	nucleolar protein, structural component of H/ACA snoRNPs, putative	TGME49_278270
TGME49_278280	N/A	WD domain, G-beta repeat-containing protein	TGME49_278280
TGME49_278290	N/A	Toxoplasma gondii family A protein	TGME49_278290
TGME49_278300	N/A	Toxoplasma gondii family A protein	TGME49_278300
TGME49_278310	N/A	hypothetical protein	TGME49_278310
TGME49_278320	N/A	Toxoplasma gondii family A protein	TGME49_278320
TGME49_278330	N/A	Toxoplasma gondii family A protein	TGME49_278330
TGME49_278340	N/A	Toxoplasma gondii family A protein	TGME49_278340
TGME49_278350	N/A	Toxoplasma gondii family A protein	TGME49_278350
TGME49_278360	N/A	Toxoplasma gondii family A protein	TGME49_278360
TGME49_278365	N/A	Toxoplasma gondii family A protein	TGME49_278365
TGME49_278370	N/A	Toxoplasma gondii family A protein	TGME49_278370
TGME49_278380	N/A	Toxoplasma gondii family A protein	TGME49_278380
TGME49_278390	N/A	Toxoplasma gondii family A protein	TGME49_278390
TGME49_278400	N/A	Toxoplasma gondii family A protein	TGME49_278400
TGME49_278410	N/A	Toxoplasma gondii family A protein	TGME49_278410
TGME49_278420	N/A	Toxoplasma gondii family A protein	TGME49_278420
TGME49_278430	N/A	Toxoplasma gondii family A protein	TGME49_278430
TGME49_278440	N/A	SWI2/SNF2 Brahma-like putative	TGME49_278440
TGME49_278450	N/A	hypothetical protein	TGME49_278450
TGME49_278460	N/A	hypothetical protein	TGME49_278460
TGME49_278470	N/A	START domain-containing protein	TGME49_278470
TGME49_278490	N/A	Zn-finger, RING domain containing protein	TGME49_278490
TGME49_278500	N/A	ribosomal RNA large subunit methyltransferase J protein	TGME49_278500
TGME49_278510	PPM3F	protein phosphatase PPM3F	TGME49_278510
TGME49_278518	N/A	N-acetylgalactosaminyl transferase	TGME49_278518
TGME49_278522	N/A	hypothetical protein	TGME49_278522
TGME49_278530	N/A	multiprotein bridging factor type 1 family transcriptional co-activator, putative	TGME49_278530
TGME49_278540	N/A	hypothetical protein	TGME49_278540
TGME49_278550	N/A	elongation factor Tu GTP binding domain-containing protein	TGME49_278550
TGME49_278565	N/A	hypothetical protein	TGME49_278565
TGME49_278580	N/A	hypothetical protein	TGME49_278580
TGME49_278600	N/A	hypothetical protein	TGME49_278600
TGME49_278620	N/A	hypothetical protein	TGME49_278620
TGME49_278630	N/A	tetratricopeptide repeat-containing protein	TGME49_278630
TGME49_278640	N/A	MIZ/SP-RING zinc finger domain-containing protein	TGME49_278640
TGME49_278660	ATP4	P-type ATPase4	TGME49_278660
TGME49_278670	N/A	ubiquitin-conjugating enzyme subfamily protein	TGME49_278670
TGME49_278680	N/A	hypothetical protein	TGME49_278680
TGME49_278690	N/A	cpw-wpc domain-containing protein	TGME49_278690
TGME49_278700	N/A	hypothetical protein	TGME49_278700
TGME49_278710	N/A	cilia- and flagella-associated protein 221, putative	TGME49_278710
TGME49_278720	N/A	hypothetical protein	TGME49_278720
TGME49_278730	N/A	guanine nucleotide-binding protein, putative	TGME49_278730
TGME49_278740	N/A	diaminopimelate decarboxylase	TGME49_278740
TGME49_278750	N/A	AT hook motif domain-containing protein	TGME49_278750
TGME49_278753	N/A	hypothetical protein	TGME49_278753
TGME49_278757	N/A	hypothetical protein	TGME49_278757
TGME49_278760	N/A	hypothetical protein	TGME49_278760
TGME49_278770	N/A	hypothetical protein	TGME49_278770
TGME49_278780	N/A	hypothetical protein	TGME49_278780
TGME49_278790	N/A	Tctex2-related light chain	TGME49_278790
TGME49_278800	N/A	zinc finger protein 36 family 3 protein	TGME49_278800
TGME49_278815	N/A	hypothetical protein	TGME49_278815
TGME49_278830	N/A	glucose-6-phosphate 1-dehydrogenase	TGME49_278830
TGME49_278830	N/A	glucose-6-phosphate 1-dehydrogenase	TGME49_278830
TGME49_278830	N/A	glucose-6-phosphate 1-dehydrogenase	TGME49_278830
TGME49_278830	N/A	glucose-6-phosphate 1-dehydrogenase	TGME49_278830
TGME49_278840	N/A	hypothetical protein	TGME49_278840
TGME49_278850	DHHC2	palmitoyltransferase DHHC2	TGME49_278850
TGME49_278860	N/A	thioredoxin reductase-like selenoprotein, putative	TGME49_278860
TGME49_278870	N/A	myosin F	TGME49_278870
TGME49_278878	N/A	GDA1/CD39 (nucleoside phosphatase) family protein	TGME49_278878
TGME49_278882	N/A	GDA1/CD39 (nucleoside phosphatase) family protein	TGME49_278882
TGME49_278890	N/A	protein CASP, putative	TGME49_278890
TGME49_278900	N/A	protein kinase, putative	TGME49_278900
TGME49_278910	N/A	O-acetylserine (thiol) lyase 2, putative	TGME49_278910
TGME49_278920	N/A	hypothetical protein	TGME49_278920
TGME49_278930	N/A	Tubulin-tyrosine ligase family protein	TGME49_278930
TGME49_278940	N/A	HECT-domain (ubiquitin-transferase) domain-containing protein	TGME49_278940
TGME49_278950	N/A	LSM domain-containing protein	TGME49_278950
TGME49_278960	N/A	hypothetical protein	TGME49_278960
TGME49_278965	N/A	hypothetical protein	TGME49_278965
TGME49_278975	MCA2	metacaspase MCA2	TGME49_278975
TGME49_278990	MPT	phosphate transporter MPT	TGME49_278990
TGME49_279000	SRS59J	SAG-related sequence SRS59J	TGME49_279000
TGME49_279100	MAF1a	mitochondrial association factor 1a	TGME49_279100
TGME49_279310	N/A	hypothetical protein	TGME49_279310
TGME49_279320	N/A	hypothetical protein	TGME49_279320
TGME49_279330	N/A	DEAD/DEAH box helicase family protein	TGME49_279330
TGME49_279340	N/A	VMA21-like domain containing protein	TGME49_279340
TGME49_279350	N/A	hypothetical protein	TGME49_279350
TGME49_279355	N/A	hypothetical protein	TGME49_279355
TGME49_279360	N/A	hypothetical protein	TGME49_279360
TGME49_279370	N/A	SNARE associated Golgi protein	TGME49_279370
TGME49_279380	N/A	hypothetical protein	TGME49_279380
TGME49_279390	N/A	proliferation-associated protein 2G4, putative	TGME49_279390
TGME49_279400	GRX2	glutaredoxin 2	TGME49_279400
TGME49_279405	N/A	hypothetical protein	TGME49_279405
TGME49_279410	N/A	hypothetical protein	TGME49_279410
TGME49_279420	N/A	hypothetical protein	TGME49_279420
TGME49_279430	N/A	cwf18 pre-mRNA splicing factor protein	TGME49_279430
TGME49_279440	N/A	PA14 domain-containing protein	TGME49_279440
TGME49_279450	N/A	adenylosuccinate synthetase, putative	TGME49_279450
TGME49_279460	N/A	Toxoplasma gondii family B protein	TGME49_279460
TGME49_279540	N/A	hypothetical protein	TGME49_279540
TGME49_279550	N/A	hypothetical protein	TGME49_279550
TGME49_279560	N/A	hypothetical protein	TGME49_279560
TGME49_280070	N/A	hypothetical protein	TGME49_280070
TGME49_280370	N/A	hypothetical protein	TGME49_280370
TGME49_280375	N/A	hypothetical protein	TGME49_280375
TGME49_280380	N/A	poly(ADP-ribose) glycohydrolase	TGME49_280380
TGME49_280390	STU2	kinetochore protein STU2, putative	TGME49_280390
TGME49_280400	DPY19	Dpy-19-like C-mannosyltransferase	TGME49_280400
TGME49_280410	PDE7	3'5'-cyclic nucleotide phosphodiesterase PDE7	TGME49_280410
TGME49_280420	N/A	HEAT repeat-containing protein	TGME49_280420
TGME49_280430	N/A	ML domain-containing protein	TGME49_280430
TGME49_280435	N/A	zinc finger protein, putative	TGME49_280435
TGME49_280440	N/A	ubiquitin conjugating enzyme E2, putative	TGME49_280440
TGME49_280450	N/A	hypothetical protein	TGME49_280450
TGME49_280460	AP2VIIA2	AP2 domain transcription factor AP2VIIa-2	TGME49_280460
TGME49_280465	N/A	hypothetical protein	TGME49_280465
TGME49_280470	AP2VIIA1	AP2 domain transcription factor AP2VIIa-1	TGME49_280470
